protein	priority	correlation	p_value	index_in_Model	ratio	slope	prot_abun(max_production)	ref_abun(paxdb)	abun_fold	homolougous_gene	metabolic/secretoy	complex/not	Entry	Entry name	Protein names	Length	Mass	Cross-reference (PaxDb)	Subcellular location [CC]	Function [CC]
YMR264W	2	1	0	1270	1.40337303771699	17661.440159137	8.39427258029725e-08	1.11994696140782e-07	0.749524117619403	YML101C	Secretory	CUE1-UBC7 ubiquitin-conjugating enzyme complex	P38428	CUE1	Coupling of ubiquitin conjugation to ER degradation protein 1 (Kinetochore-defect suppressor 4)	203	22,763	P38428;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:14562095}; Single-pass membrane protein {ECO:0000269|PubMed:14562095}.	FUNCTION: Component of the endoplasmic reticulum-associated protein degradation (ERAD) pathway. Recruits the soluble ubiquitin-conjugating enzyme UBC7 to the cytoplasmic face of the endoplasmic reticulum membrane where it functions in degradation of misfolded or regulated proteins localized in the endoplasmic reticulum (ER) lumen or membrane via the ubiquitin-proteasome system. Targets the E2 conjugating enzyme UBC7 to the DOA10 ubiquitin ligase complex, which is part of the ERAD-C pathway responsible for the rapid degradation of membrane proteins with misfolded cytoplasmic domains, and to the HRD1 ubiquitin ligase complex, which is part of the ERAD-L and ERAD-M pathways responsible for the rapid degradation of soluble lumenal and membrane proteins with misfolded lumenal domains (ERAD-L), or ER-membrane proteins with misfolded transmembrane domains (ERAD-M). Has also a role in cold adaptation, perhaps through effects on sterol biosynthesis. {ECO:0000269|PubMed:10878801, ECO:0000269|PubMed:10982838, ECO:0000269|PubMed:10991948, ECO:0000269|PubMed:11390656, ECO:0000269|PubMed:11406589, ECO:0000269|PubMed:12399372, ECO:0000269|PubMed:16556771, ECO:0000269|PubMed:16607018, ECO:0000269|PubMed:16873066, ECO:0000269|PubMed:9335582, ECO:0000269|PubMed:9388185}.
YMR276W	-0.5	-1	0	1271	0.822341708400314	-100.474852671162	2.00759187091661e-05	7.55246284231425e-07	26.5819496610914		Secretory		P48510	DSK2	Ubiquitin domain-containing protein DSK2	373	39,346	P48510;	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.	FUNCTION: Involved, with RAD23 in spindle pole body duplication. Involved in the ubiquitin-proteasome proteolytic pathway.
YNL064C	-0.5	-1	0	1272	0.684637473578967	-160.971190786641	6.00172932789102e-06	1.71150868974118e-05	0.350668936936489		Secretory	HAP1 transcriptional repressor complex, SSA2 variant	P25491	YDJ1	Mitochondrial protein import protein MAS5 (Yeast dnaJ protein 1)	409	44,671	P25491;	SUBCELLULAR LOCATION: Cytoplasm. Cytoplasm, perinuclear region. Note=Concentrated in a perinuclear ring as well as in the cytoplasm.	FUNCTION: Probably involved in mitochondrial protein import. Is also required for efficient translocation of pre-pro-alpha-factor. Involved in heme regulation of HAP1, as a component of the high-molecular-weight (HMC) complex. {ECO:0000269|PubMed:11689685}.
YNL287W	2	1	0	1273	1.53048065287921	592.802425256871	2.09785691703498e-06	7.38016330978997e-06	0.284256164664014		Secretory	COPI vesicle coat complex	P32074	SEC21	Coatomer subunit gamma (Gamma-coat protein) (Gamma-COP)	935	104,831	P32074;	SUBCELLULAR LOCATION: Cytoplasm. Golgi apparatus membrane; Peripheral membrane protein; Cytoplasmic side. Cytoplasmic vesicle, COPI-coated vesicle membrane; Peripheral membrane protein; Cytoplasmic side. Endosome. Note=The coatomer is cytoplasmic or polymerized on the cytoplasmic side of the Golgi, as well as on the vesicles/buds originating from it. {ECO:0000250}.	FUNCTION: The coatomer is a cytosolic protein complex that binds to dilysine motifs and reversibly associates with Golgi non-clathrin-coated vesicles, which further mediate biosynthetic protein transport from the ER, via the Golgi up to the trans Golgi network. Coatomer complex is required for budding from Golgi membranes, and is essential for the retrograde Golgi-to-ER transport of dilysine-tagged proteins. {ECO:0000269|PubMed:1461285, ECO:0000269|PubMed:8001155}.
YNR006W	2	1	0	1274	5.68027264068532	48464.0756484092	1.11041695299367e-08	2.06759439029135e-07	0.0537057441347185		Secretory	ESCRT-0 complex	P40343	VPS27	Vacuolar protein sorting-associated protein 27 (Golgi retention defective protein 11)	622	70,974	P40343;	SUBCELLULAR LOCATION: Endosome membrane {ECO:0000269|PubMed:12006563, ECO:0000269|PubMed:12900393, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:15169871, ECO:0000269|PubMed:17101773, ECO:0000269|PubMed:17101785}; Peripheral membrane protein {ECO:0000269|PubMed:12006563, ECO:0000269|PubMed:12900393, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:15169871, ECO:0000269|PubMed:17101773, ECO:0000269|PubMed:17101785}; Cytoplasmic side {ECO:0000269|PubMed:12006563, ECO:0000269|PubMed:12900393, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:15169871, ECO:0000269|PubMed:17101773, ECO:0000269|PubMed:17101785}.	FUNCTION: Component of the ESCRT-0 complex which is the sorting receptor for ubiquitinated cargo proteins at the multivesicular body (MVB) and recruits ESCRT-I to the MVB outer membrane (PubMed:3062374, PubMed:1493335, PubMed:9265642, PubMed:11416128, PubMed:12055639, PubMed:11872141, PubMed:12900393, PubMed:14581452, PubMed:15166140, PubMed:15107463, PubMed:15086794, PubMed:17135292, PubMed:18508771). Controls exit from the prevacuolar compartment (PVC) in both the forward direction to the vacuole and the return to the Golgi (PubMed:11208109, PubMed:8649377, PubMed:9015300). Allows VPS10 to return to the (trans-Golgi network) TGN from the PVC (PubMed:8649377). Might also function as an alternate adapter in the COPIb clathrin-like coat (PubMed:17101773). {ECO:0000269|PubMed:11208109, ECO:0000269|PubMed:11416128, ECO:0000269|PubMed:11872141, ECO:0000269|PubMed:12055639, ECO:0000269|PubMed:12900393, ECO:0000269|PubMed:14581452, ECO:0000269|PubMed:1493335, ECO:0000269|PubMed:15086794, ECO:0000269|PubMed:15107463, ECO:0000269|PubMed:15166140, ECO:0000269|PubMed:17101773, ECO:0000269|PubMed:17135292, ECO:0000269|PubMed:18508771, ECO:0000269|PubMed:3062374, ECO:0000269|PubMed:8649377, ECO:0000269|PubMed:9015300, ECO:0000269|PubMed:9265642}.
YNR026C	3	1	0	1275	1.62987168025179	1351.84352915337	8.54042758966978e-07	6.40379929215239e-07	1.33365010364015	YCR067C	Secretory		P11655	SEC12	Guanine nucleotide-exchange factor SEC12 (Protein transport protein SEC12)	471	51,608	P11655;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane; Single-pass type II membrane protein. Golgi apparatus, cis-Golgi network membrane; Single-pass type II membrane protein. Note=Cycling between endoplasmic reticulum and the early Golgi.	FUNCTION: Guanine nucleotide-exchange factor (GEF) required for the formation or budding of transport vesicles from the ER. This function involves the cytoplasmic domain of the protein, which is thought to interact with the small GTP-binding protein SAR1. Required for autophagy. {ECO:0000269|PubMed:11694599, ECO:0000269|PubMed:12655150, ECO:0000269|PubMed:1327759, ECO:0000269|PubMed:16413259, ECO:0000269|PubMed:1649197, ECO:0000269|PubMed:1907973, ECO:0000269|PubMed:1907974, ECO:0000269|PubMed:1922074, ECO:0000269|PubMed:2512296, ECO:0000269|PubMed:3047151, ECO:0000269|PubMed:6996832, ECO:0000269|PubMed:7865879, ECO:0000269|PubMed:8106544, ECO:0000269|PubMed:8377826, ECO:0000269|PubMed:8583945, ECO:0000269|PubMed:9023343}.
YOL013C	2	1	0	1276	1.40337528191297	8830.69555102269	1.67885303790026e-07	1.93358364277247e-07	0.868259847033582		Secretory	HRD1 ubiquitin ligase complex	Q08109	HRD1	ERAD-associated E3 ubiquitin-protein ligase HRD1 (EC 2.3.2.27) (HMG-CoA reductase degradation protein 1) (RING-type E3 ubiquitin transferase HRD1)	551	63,535	Q08109;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:11018054, ECO:0000269|PubMed:14562095}; Multi-pass membrane protein {ECO:0000269|PubMed:11018054, ECO:0000269|PubMed:14562095}.	FUNCTION: E3 ubiquitin-protein ligase which accepts ubiquitin specifically from endoplasmic reticulum-associated UBC1 and UBC7 E2 ligases, and transfers it to substrates promoting their degradation. Mediates the degradation of endoplasmic reticulum proteins (ERQC), also called ER-associated degradation (ERAD). Component of the HRD1 ubiquitin ligase complex, which is part of the ERAD-L and ERAD-M pathways responsible for the rapid degradation of soluble lumenal and membrane proteins with misfolded lumenal domains (ERAD-L), or ER-membrane proteins with misfolded transmembrane domains (ERAD-M). ERAD-L substrates are ubiquitinated through HRD1 in conjunction with the E2 ubiquitin-conjugating enzymes UBC1 and UBC7-CUE1. Ubiquitinated substrates are then removed to the cytosol via the action of the UFD1-NPL4-CDC48/p97 (UNC) AAA ATPase complex and targeted to the proteasome. ERAD-M substrates are processed by the same HRD1-HRD3 core complex, but only a subset of the other components is required for ERAD-M. {ECO:0000269|PubMed:10218484, ECO:0000269|PubMed:10547371, ECO:0000269|PubMed:10793145, ECO:0000269|PubMed:11018054, ECO:0000269|PubMed:11139575, ECO:0000269|PubMed:11146622, ECO:0000269|PubMed:11390656, ECO:0000269|PubMed:16619026, ECO:0000269|PubMed:16873066, ECO:0000269|PubMed:20005842, ECO:0000269|PubMed:21074049, ECO:0000269|PubMed:8970163, ECO:0000269|PubMed:9437001}.
YOL031C	-0.5	-1	0	1277	0.718676752322897	-7091.71298288429	1.59836947529411e-07	2.76636471663982e-07	0.577786965572487		Secretory		Q08199	SIL1	Nucleotide exchange factor SIL1 (Protein SLS1)	421	48,275	Q08199;	SUBCELLULAR LOCATION: Endoplasmic reticulum lumen.	FUNCTION: Required for protein translocation and folding in the endoplasmic reticulum (ER). Functions as a nucleotide exchange factor for the ER lumenal chaperone KAR2. {ECO:0000269|PubMed:10958688, ECO:0000269|PubMed:11101517, ECO:0000269|PubMed:14704430}.
YOL111C	-0.5	-1	0	1278	0.496537328878122	-65105.5634186942	6.7765088750406e-09	1.22524112017265e-06	0.00553075534559736		Secretory	GET4-GET5 transmembrane domain recognition complex	Q12285	MDY2	Ubiquitin-like protein MDY2 (Golgi to ER traffic protein 5) (Mating-deficient protein 2) (Translation machinery-associated protein 24)	212	23,732	Q12285;	SUBCELLULAR LOCATION: Cytoplasm, cytosol. Nucleus. Note=Detected in both cytosol and nucleus but is predominantly cytosolic.	FUNCTION: Required for efficient mating. Involved in the production of alpha-factor, the KAR9 and TUB1 location to the shmoo tip and nuclear migration into pheromone-induced shmoos. {ECO:0000269|PubMed:10514570, ECO:0000269|PubMed:16390866}.
YOR007C	-0.5	-1	0	1279	0.496537328878122	-65105.5634186942	6.7765088750406e-09	4.03946681806922e-06	0.00167757508112906		Secretory	GET4-GET5 transmembrane domain recognition complex	Q12118	SGT2	Small glutamine-rich tetratricopeptide repeat-containing protein 2 (SGT/UBP) (Viral protein U-binding protein)	346	37,218	Q12118;	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}.	FUNCTION: Co-chaperone that binds to the molecular chaperone Hsp70 (SSA1 and SSA2). Regulates Hsp70 ATPase activity (By similarity). Required for recovery from heat shock. {ECO:0000250, ECO:0000269|PubMed:12482202}.
YOR036W	3	1	0	1280	154.71043863056	120.824881293331	3.71124731885859e-06	1.31139088643479e-08	283.000847211021		Secretory	Endosomal SNARE complex PEP12-VTI1-TLG1-SNC2	P32854	PEP12	Syntaxin PEP12 (Carboxypeptidase Y-deficient protein 12) (Vacuolar protein sorting-associated protein 6) (Vacuolar protein-targeting protein 13)	288	33,006	P32854;	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type IV membrane protein {ECO:0000305}.	FUNCTION: Plays a role in the sorting and targeting of vacuolar proteases.
YOR069W	2	1	0	1281	5.68027264068532	64979.2313153567	8.28192795171507e-09	7.33230232853323e-07	0.0112951261154173	YKR078W	Secretory	Retromer complex	Q92331	VPS5	Vacuolar protein sorting-associated protein 5 (Carboxypeptidase Y-deficient protein 10) (Vacuolar protein-targeting protein 5)	675	76,484	Q92331;	SUBCELLULAR LOCATION: Cytoplasm. Golgi apparatus membrane {ECO:0000305}; Peripheral membrane protein {ECO:0000305}; Cytoplasmic side {ECO:0000305}. Endosome membrane {ECO:0000305}; Peripheral membrane protein {ECO:0000305}; Cytoplasmic side {ECO:0000305}.	FUNCTION: Plays a role in vesicular protein sorting. Required for retention of late Golgi membrane proteins and vacuolar biogenesis. Component of the membrane-associated retromer complex which is essential in endosome-to-Golgi retrograde transport. The VPS5-VPS17 subcomplex may assemble onto the membrane to promote vesicle formation.
YOR085W	3	1	0	1282	38.617246736197	32.700395467473	1.3994930729244e-05	3.48427943549099e-07	40.1659252317457		Secretory	Oligosaccharyl transferase complex variant 2	P48439	OST3	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 3 (Oligosaccharyl transferase 34 kDa subunit) (Oligosaccharyl transferase subunit OST3) (Oligosaccharyl transferase subunit gamma)	350	39,483	P48439;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000269|PubMed:29301962}.	FUNCTION: Subunit of the oligosaccharyl transferase (OST) complex that catalyzes the initial transfer of a defined glycan (Glc(3)Man(9)GlcNAc(2) in eukaryotes) from the lipid carrier dolichol-pyrophosphate to an asparagine residue within an Asn-X-Ser/Thr consensus motif in nascent polypeptide chains, the first step in protein N-glycosylation. N-glycosylation occurs cotranslationally and the complex associates with the Sec61 complex at the channel-forming translocon complex that mediates protein translocation across the endoplasmic reticulum (ER). All subunits are required for a maximal enzyme activity. {ECO:0000269|PubMed:11580295}.
YOR103C	3	1	0	1283	38.617246736197	32.700395467473	1.3994930729244e-05	4.99668644320411e-07	28.0084229585353		Secretory	Oligosaccharyl transferase complex variant 2	P46964	OST2	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit OST2 (Oligosaccharyl transferase subunit OST2) (Oligosaccharyl transferase 16 kDa subunit) (Oligosaccharyl transferase subunit epsilon)	130	14,698	P46964;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000269|PubMed:29301962}.	FUNCTION: Subunit of the oligosaccharyl transferase (OST) complex that catalyzes the initial transfer of a defined glycan (Glc(3)Man(9)GlcNAc(2) in eukaryotes) from the lipid carrier dolichol-pyrophosphate to an asparagine residue within an Asn-X-Ser/Thr consensus motif in nascent polypeptide chains, the first step in protein N-glycosylation. N-glycosylation occurs cotranslationally and the complex associates with the Sec61 complex at the channel-forming translocon complex that mediates protein translocation across the endoplasmic reticulum (ER). All subunits are required for a maximal enzyme activity. {ECO:0000269|PubMed:11580295}.
YOR106W	2	1	0	1284	5.67473675171388	48357.8328833183	1.11304513328899e-08	4.52764882688801e-08	0.245832920318164		Secretory	Vacuolar SNARE complex VAM3-VTI1-VAM7-NYV1	Q12241	VAM3	Syntaxin VAM3 (Vacuolar morphogenesis protein 3)	283	32,498	Q12241;	SUBCELLULAR LOCATION: Vacuole membrane; Single-pass type IV membrane protein.	FUNCTION: Required for vacuolar assembly. Provides the t-SNARE function in a late step of the vacuolar assembly. Required for homotypic vacuole membrane fusion, autophagy and fusion of biosynthetic transport vesicles with the vacuole. Required for the delivery of alpha-factor receptor-ligand complexes to the vacuole.
YOR115C	3	1	0	1285	2.09507806497198	1017.85318048207	8.38786451942137e-07	6.88240910471983e-08	12.1873960001435		Secretory	TRAPPI protein complex	Q99394	TRS33	Trafficking protein particle complex subunit 33 (TRAPP subunit 33) (Transport protein particle 33 kDa subunit)	268	30,749	Q99394;	SUBCELLULAR LOCATION: Golgi apparatus, cis-Golgi network. Endoplasmic reticulum. Preautophagosomal structure.	FUNCTION: Component of the TRAPP I, TRAPP II and TRAPP III complexes which act as guanine nucleotide exchange factors (GEF) for YPT1. TRAPP I plays a key role in the late stages of endoplasmic reticulum to Golgi traffic. TRAPP II plays a role in intra-Golgi transport. TRAPP III plays a role in autophagosome formation. Required for sporulation. Has a role late in meiosis following DNA replication. {ECO:0000269|PubMed:11239471, ECO:0000269|PubMed:20375281, ECO:0000269|PubMed:20972447}.
YOR164C	-0.5	-1	0	1286	0.496537328878122	-65105.5634186942	6.7765088750406e-09	7.81091214110067e-07	0.00867569465976056		Secretory	GET4-GET5 transmembrane domain recognition complex	Q12125	GET4	Golgi to ER traffic protein 4 (Guided entry of tail-anchored proteins 4)	312	36,280	Q12125;	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}.	FUNCTION: May play a role in insertion of tail-anchored proteins into the endoplasmic reticulum membrane. {ECO:0000269|PubMed:19325107}.
YOR254C	-0.5	-1	0	1287	0.684637473578967	-1514.82362698165	6.37767657885511e-07	2.26861051156968e-06	0.281126995856257		Secretory	SEC62-SEC63 complex	P14906	SEC63	Protein translocation protein SEC63 (Protein NPL1) (Sec62/63 complex 73 kDa subunit)	663	75,345	P14906;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane; Multi-pass membrane protein. Nucleus membrane; Multi-pass membrane protein. Nucleus inner membrane; Multi-pass membrane protein.	FUNCTION: Acts as component of the Sec62/63 complex which is involved in SRP-independent post-translational translocation across the endoplasmic reticulum (ER) and functions together with the Sec61 complex and KAR2 in a channel-forming translocon complex. A cycle of assembly and disassembly of Sec62/63 complex from SEC61 may govern the activity of the translocon. SEC63 may affect SEC1-polypeptide interactions by increasing the affinity of targeting pathways for SEC61 and/or by modifying SEC61 to allow more efficient polypeptide interaction. May also be involved in SRP-dependent cotranslational translocation. Is essential for cell growth and for germination. {ECO:0000269|PubMed:11226176}.
YPL010W	3	1	0	1288	1.53048065287921	828.706093420413	1.50067035603337e-06	7.70561798233583e-07	1.94750162734964		Secretory	COPI vesicle coat complex	P53600	RET3	Coatomer subunit zeta (Zeta-coat protein) (Zeta-COP)	189	21,688	P53600;	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Golgi apparatus membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Cytoplasmic side {ECO:0000250}. Cytoplasmic vesicle, COPI-coated vesicle membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Cytoplasmic side {ECO:0000250}. Note=The coatomer is cytoplasmic or polymerized on the cytoplasmic side of the Golgi, as well as on the vesicles/buds originating from it. {ECO:0000250}.	FUNCTION: The coatomer is a cytosolic protein complex that binds to dilysine motifs and reversibly associates with Golgi non-clathrin-coated vesicles, which further mediate biosynthetic protein transport from the ER, via the Golgi up to the trans Golgi network. Coatomer complex is required for budding from Golgi membranes, and is essential for the retrograde Golgi-to-ER transport of dilysine-tagged proteins (PubMed:9058184). The zeta subunit may be involved in regulating the coat assembly and, hence, the rate of biosynthetic protein transport due to its association-dissociation properties with the coatomer complex (PubMed:9058184). {ECO:0000269|PubMed:9058184}.
YPL050C	3	1	0	1289	42.3306384623683	28.2367653147246	1.61660289869551e-05	4.87224789193657e-07	33.1798162686045		Secretory	alpha-1,6-mannosyltransferase complex, M-Pol I variant	P39107	MNN9	Mannan polymerase complexes subunit MNN9 (M-pol I subunit MNN9) (M-Pol II subunit MNN9)	395	45,955	P39107;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:11095735}; Single-pass type II membrane protein {ECO:0000305|PubMed:9434768}. Golgi apparatus membrane {ECO:0000269|PubMed:9434768}; Single-pass type II membrane protein {ECO:0000305|PubMed:9434768}. Note=Cis-Golgi (PubMed:9430634). Recycles between endoplasmic reticulum and Golgi (PubMed:11095735). {ECO:0000269|PubMed:11095735, ECO:0000269|PubMed:9430634}.	FUNCTION: The M-Pol I and M-Pol II complexes possess alpha-1,6-mannosyltransferase activity and are probably involved in the elongation of the mannan backbone of N-linked glycans on cell wall and periplasmic proteins. May also provide alpha-1,2-mannosyltransferase activity to the M-Pol I complex. {ECO:0000269|PubMed:12235155}.
YPL085W	4	1	0	1290	2.09507806497198	347.827984817922	2.4545507984399e-06	5.26470793824187e-07	4.66227343896989		Secretory		P48415	SEC16	COPII coat assembly protein SEC16 (Protein transport protein SEC16)	2195	241,696	P48415;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:12235121, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:7593161}; Peripheral membrane protein {ECO:0000269|PubMed:12235121, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:7593161}; Cytoplasmic side {ECO:0000269|PubMed:12235121, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:7593161}. Note=On the endoplasmic reticulum and on vesicles which bud from it.	FUNCTION: Involved in the initiation of assembly of the COPII coat required for the formation of transport vesicles from the endoplasmic reticulum (ER) and the selection of cargo molecules. Also involved in autophagy. {ECO:0000269|PubMed:10712514, ECO:0000269|PubMed:11694599, ECO:0000269|PubMed:12235121, ECO:0000269|PubMed:2188733, ECO:0000269|PubMed:7593161, ECO:0000269|PubMed:7593162, ECO:0000269|PubMed:9023343, ECO:0000269|PubMed:9325247, ECO:0000269|PubMed:9880808}.
YPL094C	-0.5	-1	0	1291	0.684637473578967	-1514.82362698165	6.37767657885511e-07	1.81871728775628e-06	0.350668936936489		Secretory	SEC62-SEC63 complex	P21825	SEC62	Translocation protein SEC62 (Sec62/63 complex 30 kDa subunit)	274	31,347	P21825;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane; Multi-pass membrane protein.	FUNCTION: Acts as component of the Sec62/63 complex which is involved in SRP-independent post-translational translocation across the endoplasmic reticulum (ER) and functions together with the Sec61 complex and KAR2 in a channel-forming translocon complex. In an initial step, the signal sequence seems to bind simultaneously to SEC61 and SEC62. SEC62 and SEC63 are required for interactions between SEC61 and translocating polypeptides. SEC62 may affect SEC1-polypeptide interactions by increasing the affinity of targeting pathways for SEC61 and/or by modifying SEC61 to allow more efficient polypeptide interaction. A cycle of assembly and disassembly of Sec62/63 complex from SEC61 may govern the activity of the translocon. SEC62 is essential for cell growth.
YPL096W	3	1	0	1292	6.93552275731953	779.518217196804	6.64773380770054e-07	4.16390536933676e-07	1.59651414190506		Secretory	Peptide:N-glycanase-Rad23 complex	Q02890	PNG1	Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase (PNGase) (EC 3.5.1.52) (Peptide:N-glycanase 1) (yPNG1)	363	42,485	Q02890;	SUBCELLULAR LOCATION: Cytoplasm. Nucleus.	FUNCTION: Specifically deglycosylates the denatured form of N-linked glycoproteins in the cytoplasm and assists their proteasome-mediated degradation. Cleaves the beta-aspartyl-glucosamine (GlcNAc) of the glycan and the amide side chain of Asn, converting Asn to Asp. Prefers proteins containing high-mannose over those bearing complex type oligosaccharides. Can recognize misfolded proteins in the endoplasmic reticulum that are exported to the cytosol to be destroyed and deglycosylate them, while it has no activity toward native proteins. Deglycosylation is a prerequisite for subsequent proteasome-mediated degradation of some, but not all, misfolded glycoproteins. Involved in the formation of free oligosaccharide in cytosol. {ECO:0000269|PubMed:10831608, ECO:0000269|PubMed:12606569, ECO:0000269|PubMed:12723970, ECO:0000269|PubMed:14726951, ECO:0000269|PubMed:15670854, ECO:0000269|PubMed:16401726}.
YPL195W	2	1	0	1293	5.67473675171388	48357.8328833183	1.11304513328899e-08	1.22524112017265e-06	0.00908429463363217		Secretory	Adapter complex AP-3	Q08951	APL5	AP-3 complex subunit delta (Adaptor-related protein complex 3 subunit delta) (Delta-adaptin 3) (Delta-adaptin)	932	106,924	Q08951;	SUBCELLULAR LOCATION: Golgi apparatus {ECO:0000269|PubMed:10559961, ECO:0000269|PubMed:14562095}. Cytoplasmic vesicle, clathrin-coated vesicle membrane {ECO:0000269|PubMed:10559961}; Peripheral membrane protein {ECO:0000305|PubMed:10559961}; Cytoplasmic side {ECO:0000305|PubMed:10559961}. Note=Component of the coat surrounding the cytoplasmic face of coated vesicles located at the Golgi complex. {ECO:0000269|PubMed:10559961}.	FUNCTION: Part of the AP-3 complex, an adaptor-related complex which is not clathrin-associated. The complex is associated with the Golgi region as well as more peripheral structures. It facilitates the budding of vesicles from the Golgi membrane and may be directly involved in trafficking to the vacuole. Required for the transport via the ALP pathway, which directs the transport of the cargo proteins PHO8 and VAM3 to the vacuole. {ECO:0000269|PubMed:10559961, ECO:0000269|PubMed:9250663, ECO:0000269|PubMed:9335339}.
YPL210C	3	1	0	1294	2.57675102550564	78.3856586765816	9.3086425296809e-06	1.7038509327401e-06	5.46329631942093		Secretory	Signal recognition particle	P38688	SRP72	Signal recognition particle subunit SRP72 (Signal recognition particle 72 kDa protein homolog)	640	73,541	P38688;	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Endoplasmic reticulum membrane. Nucleus. Note=Transiently localizes to the nucleolus during biogenesis of the SRP. The SRP-RNC complex is bound to the endoplasmic reticulum membrane due to the interaction of the SRP with the membrane SRP-receptor (SRP101-SRP102).	FUNCTION: Signal-recognition-particle (SRP) assembly has a crucial role in targeting secretory proteins to the rough endoplasmic reticulum (ER) membrane. SRP is required for the cotranslational protein translocation for ER import and preferentially recognizes strongly hydrophobic signal sequences. It is involved in targeting the nascent chain-ribosome (RNC) complex to the ER and is proposed to participate in the arrest of nascent chain elongation during membrane targeting. SRP72 binds the 7S RNA only in presence of SRP68. {ECO:0000269|PubMed:10921896, ECO:0000269|PubMed:7925282}.
YPL218W	3	1	0	1295	1.59593309089293	543.097207543131	2.19990445586571e-06	5.67631237704988e-07	3.87558737035022		Secretory	COPII vesicle coat complex	P20606	SAR1	Small COPII coat GTPase SAR1 (EC 3.6.5.-) (GTP-binding protein SAR1) (Secretion-associated RAS-related protein 1)	190	21,451	P20606;	SUBCELLULAR LOCATION: Cytoplasmic vesicle, COPII-coated vesicle membrane; Peripheral membrane protein; Cytoplasmic side. Endoplasmic reticulum membrane; Peripheral membrane protein; Cytoplasmic side. Golgi apparatus membrane {ECO:0000305}; Peripheral membrane protein {ECO:0000305}; Cytoplasmic side {ECO:0000305}. Note=Membrane association requires the presence of the SEC12 exchange factor.	FUNCTION: Small GTPase component of the coat protein complex II (COPII) which promotes the formation of transport vesicles from the endoplasmic reticulum (ER). The coat has two main functions, the physical deformation of the endoplasmic reticulum membrane into vesicles and the selection of cargo molecules. SAR1 controls the coat assembly in a stepwise manner. Activated SAR1-GTP by SEC12 binds to membranes first and recruits the SEC23/24 complex. These SEC23/24-SAR1 prebudding intermediates are then collected by the SEC13/31 complex as subunits polymerize to form coated transport vesicles. Conversion to SAR1-GDP triggers coat release and recycles COPII subunits. {ECO:0000269|PubMed:10720463, ECO:0000269|PubMed:11389436, ECO:0000269|PubMed:12912905, ECO:0000269|PubMed:14627716, ECO:0000269|PubMed:15665868, ECO:0000269|PubMed:1907973, ECO:0000269|PubMed:1907974, ECO:0000269|PubMed:2512296, ECO:0000269|PubMed:8106544, ECO:0000269|PubMed:8530490, ECO:0000269|PubMed:8548805, ECO:0000269|PubMed:9023343, ECO:0000269|PubMed:9428766, ECO:0000269|PubMed:9756629}.
YPL243W	3	1	0	1296	2.57675102550564	78.3856586765816	9.3086425296809e-06	1.2731021014294e-06	7.31178003651824		Secretory	Signal recognition particle	P38687	SRP68	Signal recognition particle subunit SRP68 (Signal recognition particle 68 kDa protein homolog)	599	69,006	P38687;	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Nucleus {ECO:0000269|PubMed:11352936}.	FUNCTION: Signal-recognition-particle (SRP) assembly has a crucial role in targeting secretory proteins to the rough endoplasmic reticulum (ER) membrane. SRP is required for the cotranslational protein translocation for ER import and preferentially recognizes strongly hydrophobic signal sequences. It is involved in targeting the nascent chain-ribosome (RNC) complex to the ER and is proposed to participate in the arrest of nascent chain elongation during membrane targeting. SRP68 binds the 7S RNA, SRP72 binds to this complex subsequently.
