protein	priority	correlation	p_value	index_in_Model	ratio	slope	prot_abun(max_production)	ref_abun(paxdb)	abun_fold	homolougous_gene	metabolic/secretoy	complex/not	Entry	Entry name	Protein names	Length	Mass	Cross-reference (PaxDb)	Subcellular location [CC]	Function [CC]
YLR208W	3	1	0	1256	2.57516291537851	567.685368123159	3.02719894972533e-06	2.60363738036689e-06	1.16268070682668		Secretory	SEA complex	Q04491	SEC13	Protein transport protein SEC13	297	33,043	Q04491;	SUBCELLULAR LOCATION: Cytoplasmic vesicle, COPII-coated vesicle membrane; Peripheral membrane protein; Cytoplasmic side. Endoplasmic reticulum membrane; Peripheral membrane protein; Cytoplasmic side. Nucleus, nuclear pore complex {ECO:0000269|PubMed:10684247}. Vacuole membrane; Peripheral membrane protein.	FUNCTION: Functions as a component of the nuclear pore complex (NPC) and the COPII coat. It is one of 5 proteins constituting the COPII coat, which is involved in anterograde (ER to Golgi) double-membrane transport vesicle formation. First the small GTPase SAR1, activated by and binding to the integral ER membrane protein SEC12, exchanges GDP for GTP and recruits the heterodimer SEC23/24, which in turn recruits the heterotetramer SEC13-SEC31. The polymerization of COPII coat complexes then causes physically the deformation (budding) of the membrane, leading to the creation of a transport vesicle. The COPII complex is dissociated upon SAR1-GTP hydrolysis to SAR1-GDP. SEC23 functions as the SAR1 GTPase activating protein, whose activity is stimulated in the presence of SEC13/31. SEC13 is directly or indirectly required for normal ER membrane and nuclear envelope morphology. It also functions as a component of the nuclear pore complex (NPC). NPC components, collectively referred to as nucleoporins (NUPs), can play the role of both NPC structural components and of docking or interaction partners for transiently associated nuclear transport factors. SEC13 is required for efficient mRNA export from the nucleus to the cytoplasm and for correct nuclear pore biogenesis and distribution. Component of the SEA complex which coats the vacuolar membrane and is involved in intracellular trafficking, autophagy, response to nitrogen starvation, and amino acid biogenesis. {ECO:0000269|PubMed:10684247, ECO:0000269|PubMed:10720463, ECO:0000269|PubMed:10747086, ECO:0000269|PubMed:11535824, ECO:0000269|PubMed:11717432, ECO:0000269|PubMed:11823431, ECO:0000269|PubMed:12215173, ECO:0000269|PubMed:12475940, ECO:0000269|PubMed:14627716, ECO:0000269|PubMed:21454883, ECO:0000269|PubMed:2188733, ECO:0000269|PubMed:6996832, ECO:0000269|PubMed:7026045, ECO:0000269|PubMed:8548805, ECO:0000269|PubMed:8565072, ECO:0000269|PubMed:8909535, ECO:0000269|PubMed:9023343, ECO:0000269|PubMed:9199164, ECO:0000269|PubMed:9409822, ECO:0000269|PubMed:9427388}.
YLR292C	-0.5	-1	0	1257	0.621488412370525	-2989.22980411761	5.78567874354524e-07	8.54797125245454e-07	0.676848175160146		Secretory	SEC62-SEC63 complex	P39742	SEC72	Translocation protein SEC72 (Sec62/63 complex 23 kDa subunit) (p23)	193	21,607	P39742;	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.	FUNCTION: Acts as non-essential component of the Sec62/63 complex which is involved in SRP-independent post-translational translocation across the endoplasmic reticulum (ER) and functions together with the Sec61 complex and KAR2 in a channel-forming translocon complex. A cycle of assembly and disassembly of Sec62/63 complex from SEC61 may govern the activity of the translocon. SEC72 may be involved in signal peptide recognition for a defined subset of leader peptides, or may increase the efficiency of unusual or 'difficult' secretory precursors to the translocation pore, it may be that this protein binds charged leader peptides to the membrane until they engage the translocation apparatus.
YLR378C	2	1	0	1258	1.41272600316715	1893.7018576251	1.89581234129094e-06	4.77652592942308e-06	0.396901926065734		Secretory	Translocon complex	P32915	SEC61	Protein transport protein SEC61 (Sec61 complex subunit SEC61) (Sec61 complex subunit alpha)	480	52,937	P32915;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane; Multi-pass membrane protein.	FUNCTION: Part of the Sec61 complex, which is the major component of a channel-forming translocon complex that mediates protein translocation across the endoplasmic reticulum (ER). The functional states of the translocon complex include co- and post-translational ER import, cotranslational membrane protein integration and retrograde transport of misfolded proteins out of the ER. In the cotranslational pathway, ribosomes synthesizing presecretory proteins are targeted to the translocon by the cytosolic signal recognition particle (SRP) and its ER-localized receptor. The association of the Sec61 complex with the ribosome is mediated by the 28S rRNA of the large ribosomal subunit. SRP-independent post-translational translocation requires the association of additional factors, such as the Sec62/63 complex and KAR2. In an initial step, the signal sequence seems to bind simultaneously to SEC61 and SEC62. A cycle of assembly and disassembly of Sec62/63 complex from SEC61 may govern the activity of the translocon. SEC61 mediates the association with the ribosome.
YLR459W	-0.5	-1	0	1259	0.690652408432296	-61026.8265585814	3.8401339850007e-08	2.21117733406159e-08	1.73669199925588		Secretory	GPI-anchor transamidase complex	P41733	GAB1	GPI transamidase component GAB1 (Cell division control protein 91)	394	44,741	P41733;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	FUNCTION: Component of the GPI transamidase complex. May be involved in the recognition of either the GPI attachment signal or the lipid portion of GPI. {ECO:0000269|PubMed:12802054}.
YML012W	-0.5	-1	0	1260	0.708174718643438	-9388.26303085402	2.71034199949869e-07	6.46123246966048e-06	0.0419477555129835		Secretory	EMP24 complex	P54837	ERV25	Endoplasmic reticulum vesicle protein 25	211	24,106	P54837;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane; Single-pass type I membrane protein. Golgi apparatus membrane; Single-pass type I membrane protein. Note=Recycles between endoplasmic reticulum and Golgi.	FUNCTION: Constituent of COPII-coated endoplasmic reticulum-derived transport vesicles. Required for efficient transport of a subset of secretory proteins to the Golgi. Possesses a C-terminal dilysine motif that interacts with COPI coat subunits. Facilitates retrograde transport from the Golgi to the endoplasmic reticulum. {ECO:0000269|PubMed:11560939, ECO:0000269|PubMed:8900179}.
YML013W	-0.5	-1	0	1261	0.684148403580665	-7850.68512061002	2.892353520912e-07	9.52433527009212e-07	0.303680355519868		Secretory	Doa10 ubiquitin ligase complex	Q04228	UBX2	UBX domain-containing protein 2 (Secretion lowering protein 1)	584	66,761	Q04228;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	FUNCTION: Integral endoplasmic reticulum membrane protein that coordinates the assembly of the ER-associated protein degradation (ERAD) machinery at the ER membrane. Mediates binding of CDC48 to the E3 ubiquitin ligases SSM4/DOA10 and HRD1, and to ERAD substrates. Component of the DOA10 ubiquitin ligase complex, which is part of the ERAD-C pathway responsible for the rapid degradation of membrane proteins with misfolded cytoplasmic domains. ERAD-C substrates are ubiquitinated through DOA10 in conjunction with the E2 ubiquitin-conjugating enzymes UBC6 and UBC7-CUE1. Also component of the HRD1 ubiquitin ligase complex, which is part of the ERAD-L and ERAD-M pathways responsible for the rapid degradation of soluble lumenal and membrane proteins with misfolded lumenal domains (ERAD-L), or ER-membrane proteins with misfolded transmembrane domains (ERAD-M). ERAD-L substrates are ubiquitinated through HRD1 in conjunction with the E2 ubiquitin-conjugating enzymes UBC1 and UBC7-CUE1. Ubiquitinated substrates are then removed to the cytosol via the action of the UFD1-NPL4-CDC48/p97 (UNC) AAA ATPase complex and targeted to the proteasome. {ECO:0000269|PubMed:15258615, ECO:0000269|PubMed:16179952, ECO:0000269|PubMed:16179953, ECO:0000269|PubMed:16873066}.
YML019W	-0.5	-1	0	1262	0.735356746144246	-14219.5610717373	2.03508403202843e-07	1.09123037265377e-07	1.86494445446867		Secretory	Oligosaccharyl transferase complex variant 1	Q03723	OST6	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit OST6 (Oligosaccharyl transferase subunit OST6) (Oligosaccharyl transferase 37 kDa subunit) (OTase 37 kDa subunit)	332	37,891	Q03723;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000255}.	FUNCTION: Subunit of the oligosaccharyl transferase (OST) complex that catalyzes the initial transfer of a defined glycan (Glc(3)Man(9)GlcNAc(2) in eukaryotes) from the lipid carrier dolichol-pyrophosphate to an asparagine residue within an Asn-X-Ser/Thr consensus motif in nascent polypeptide chains, the first step in protein N-glycosylation. N-glycosylation occurs cotranslationally and the complex associates with the Sec61 complex at the channel-forming translocon complex that mediates protein translocation across the endoplasmic reticulum (ER). All subunits are required for a maximal enzyme activity (PubMed:11580295). Can participate in redox reactions and is able to catalyze dithiol-disulfide exchange reactions with other proteins, albeit with relatively low efficiency. May form transient disulfide bonds with nascent polypeptides in the endoplasmic reticulum and thereby promote efficient glycosylation (PubMed:19549845). {ECO:0000269|PubMed:11580295, ECO:0000269|PubMed:19549845}.
YML029W	-0.5	-1	0	1263	0.667464740853015	-63103.1792460358	3.32731132038326e-08	1.81871728775628e-07	0.182948242851318		Secretory	HRD1 ubiquitin ligase complex	Q03714	USA1	U1 SNP1-associating protein 1	838	96,653	Q03714;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:19898607}; Multi-pass membrane protein {ECO:0000269|PubMed:19898607}.	FUNCTION: Scaffold protein of the endoplasmic reticulum-associated degradation (ERAD) (also known as endoplasmic reticulum quality control, ERQC) pathway involved in ubiquitin-dependent degradation of misfolded endoplasmic reticulum proteins. Component of the HRD1 ubiquitin ligase complex, which is part of the ERAD-L and ERAD-M pathways responsible for the rapid degradation of soluble lumenal and membrane proteins with misfolded lumenal domains (ERAD-L), or ER-membrane proteins with misfolded transmembrane domains (ERAD-M). Has multiple functions in ERAD including recruitment of DER1 to the HRD1 ubiquitin ligase, and regulation of HRD1 activity. Involved in oligomerization of HRD1, which is required for ERAD-L, and in HRD1 autoubiquitination and degradation. {ECO:0000269|PubMed:16873066, ECO:0000269|PubMed:19898607, ECO:0000269|PubMed:19940128, ECO:0000269|PubMed:20005842, ECO:0000269|PubMed:21074049}.
YML055W	3	1	0	1264	3.20486367672355	139.21483249715	1.0977615487356e-05	7.38016330978997e-07	14.8744885804816		Secretory	Signal peptidase complex	Q04969	SPC2	Signal peptidase complex subunit SPC2 (Microsomal signal peptidase subunit 2)	178	20,802	Q04969;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:14562095}; Multi-pass membrane protein {ECO:0000269|PubMed:14562095}.	FUNCTION: Nonessential component of the signal peptidase complex (SPC), which catalyzes the cleavage of N-terminal signal sequences of proteins targeted to the endoplasmic reticulum. Signal peptide cleavage occurs during the translocation (cotranslationally or post-translationally) through the translocon pore into the endoplasmic reticulum. SPC2 enhances the enzymatic activity of SPC and facilitates the interactions between different components of the translocation site. {ECO:0000269|PubMed:10921929, ECO:0000269|PubMed:8910564}.
YML077W	3	1	0	1265	2.57516291537851	1661.22446346508	1.0344758266877e-06	2.17288854905619e-08	47.6083242804622		Secretory	TRAPPI protein complex	Q03630	BET5	Trafficking protein particle complex subunit BET5 (TRAPP subunit BET5) (Transport protein particle 18 kDa subunit)	159	18,434	Q03630;	SUBCELLULAR LOCATION: Golgi apparatus, cis-Golgi network. Endoplasmic reticulum. Preautophagosomal structure.	FUNCTION: Component of the TRAPP I, TRAPP II and TRAPP III complexes which act as guanine nucleotide exchange factors (GEF) for YPT1. TRAPP I plays a key role in the late stages of endoplasmic reticulum to Golgi traffic. TRAPP II plays a role in intra-Golgi transport. TRAPP III plays a role in autophagosome formation. Required for sporulation. Has a role late in meiosis following DNA replication. {ECO:0000269|PubMed:11239471, ECO:0000269|PubMed:20375281, ECO:0000269|PubMed:20972447, ECO:0000269|PubMed:9611195}.
YML105C	3	1	0	1266	3.20486367672355	131.441184257913	1.16268497573155e-05	6.50909345091723e-07	17.8624717020726		Secretory	Signal recognition particle	P29478	SEC65	Signal recognition particle subunit SEC65	273	31,170	P29478;	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.	FUNCTION: Signal-recognition-particle (SRP) assembly has a crucial role in targeting secretory proteins to the rough endoplasmic reticulum (ER) membrane. SRP is required for the cotranslational protein translocation for ER import and preferentially recognizes strongly hydrophobic signal sequences. It is involved in targeting the nascent chain-ribosome (RNC) complex to the ER and is proposed to participate in the arrest of nascent chain elongation during membrane targeting. SEC65 is required for SRP integrity.
YML115C	-0.5	-1	0	1267	0.72926255810577	-55454.9973877775	5.06819465823349e-08	4.07775560307462e-07	0.124288828256703		Secretory	alpha-1,6-mannosyltransferase complex, M-Pol I variant	P23642	VAN1	Mannan polymerase I complex VAN1 subunit (M-pol I subunit VAN1) (Vanadate resistance protein)	535	61,092	P23642;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:11095735}; Single-pass type II membrane protein {ECO:0000305|PubMed:9434768}. Golgi apparatus membrane {ECO:0000269|PubMed:9434768}; Single-pass type II membrane protein {ECO:0000305|PubMed:9434768}. Note=Cis-Golgi (PubMed:9430634). Recycles between endoplasmic reticulum and Golgi (PubMed:11095735). {ECO:0000269|PubMed:11095735, ECO:0000269|PubMed:9430634}.	FUNCTION: Involved in regulation of the phosphorylation of a number of proteins, some of which appear to be important in cell growth control.; FUNCTION: The M-Pol I complex possesses alpha-1,6-mannosyltransferase activity and is probably involved in the elongation of the mannan backbone of N-linked glycans on cell wall and periplasmic proteins.
YMR022W	-0.5	-1	0	1268	0.684148145472043	-55846.1548447825	4.06597915263378e-08	5.16898597572839e-07	0.0786610598621489		Secretory	CUE1-UBC7 ubiquitin-conjugating enzyme complex	Q02159	UBC7	Ubiquitin-conjugating enzyme E2 7 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme 7) (Ubiquitin carrier protein) (Ubiquitin-conjugating enzyme E2-18 kDa) (Ubiquitin-protein ligase)	165	18,520	Q02159;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane; Peripheral membrane protein; Cytoplasmic side. Note=Anchored via the membrane protein CUE1 to the endoplasmic reticulum membrane.	FUNCTION: Catalyzes the covalent attachment of ubiquitin to other proteins. Functions in degradation of misfolded or regulated proteins localized in the endoplasmic reticulum (ER) lumen or membrane via the ubiquitin-proteasome system. Cognate E2 conjugating enzyme for the DOA10 ubiquitin ligase complex, which is part of the ERAD-C pathway responsible for the rapid degradation of membrane proteins with misfolded cytoplasmic domains, and of the HRD1 ubiquitin ligase complex, which is part of the ERAD-L and ERAD-M pathways responsible for the rapid degradation of soluble lumenal and membrane proteins with misfolded lumenal domains (ERAD-L), or ER-membrane proteins with misfolded transmembrane domains (ERAD-M). Involved in resistance to cadmium poisoning. {ECO:0000255|PROSITE-ProRule:PRU00388, ECO:0000269|PubMed:11146622, ECO:0000269|PubMed:11390656, ECO:0000269|PubMed:11641273, ECO:0000269|PubMed:16873066, ECO:0000269|PubMed:8393731, ECO:0000269|PubMed:9388185, ECO:0000269|PubMed:9695950}.
YMR149W	-0.5	-1	0	1269	0.735356746144246	-14219.5610717373	2.03508403202843e-07	1.56026798896986e-06	0.130431698042594		Secretory	Oligosaccharyl transferase complex variant 2	Q02795	SWP1	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit SWP1 (Oligosaccharyl transferase subunit SWP1) (Oligosaccharyl transferase subunit delta)	286	31,653	Q02795;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:8181570}; Multi-pass membrane protein {ECO:0000269|PubMed:29301962}.	FUNCTION: Subunit of the oligosaccharyl transferase (OST) complex that catalyzes the initial transfer of a defined glycan (Glc(3)Man(9)GlcNAc(2) in eukaryotes) from the lipid carrier dolichol-pyrophosphate to an asparagine residue within an Asn-X-Ser/Thr consensus motif in nascent polypeptide chains, the first step in protein N-glycosylation. N-glycosylation occurs cotranslationally and the complex associates with the Sec61 complex at the channel-forming translocon complex that mediates protein translocation across the endoplasmic reticulum (ER). All subunits are required for a maximal enzyme activity. {ECO:0000269|PubMed:11580295}.
YMR264W	-0.5	-1	0	1270	0.684148145472043	-55846.1548447825	4.06597915263378e-08	1.11994696140782e-07	0.36305104551761	YML101C	Secretory	CUE1-UBC7 ubiquitin-conjugating enzyme complex	P38428	CUE1	Coupling of ubiquitin conjugation to ER degradation protein 1 (Kinetochore-defect suppressor 4)	203	22,763	P38428;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:14562095}; Single-pass membrane protein {ECO:0000269|PubMed:14562095}.	FUNCTION: Component of the endoplasmic reticulum-associated protein degradation (ERAD) pathway. Recruits the soluble ubiquitin-conjugating enzyme UBC7 to the cytoplasmic face of the endoplasmic reticulum membrane where it functions in degradation of misfolded or regulated proteins localized in the endoplasmic reticulum (ER) lumen or membrane via the ubiquitin-proteasome system. Targets the E2 conjugating enzyme UBC7 to the DOA10 ubiquitin ligase complex, which is part of the ERAD-C pathway responsible for the rapid degradation of membrane proteins with misfolded cytoplasmic domains, and to the HRD1 ubiquitin ligase complex, which is part of the ERAD-L and ERAD-M pathways responsible for the rapid degradation of soluble lumenal and membrane proteins with misfolded lumenal domains (ERAD-L), or ER-membrane proteins with misfolded transmembrane domains (ERAD-M). Has also a role in cold adaptation, perhaps through effects on sterol biosynthesis. {ECO:0000269|PubMed:10878801, ECO:0000269|PubMed:10982838, ECO:0000269|PubMed:10991948, ECO:0000269|PubMed:11390656, ECO:0000269|PubMed:11406589, ECO:0000269|PubMed:12399372, ECO:0000269|PubMed:16556771, ECO:0000269|PubMed:16607018, ECO:0000269|PubMed:16873066, ECO:0000269|PubMed:9335582, ECO:0000269|PubMed:9388185}.
YMR276W	-0.5	-1	0	1271	0.699029901183748	-142.986234912413	1.70467974340452e-05	7.55246284231425e-07	22.5711768332536		Secretory		P48510	DSK2	Ubiquitin domain-containing protein DSK2	373	39,346	P48510;	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.	FUNCTION: Involved, with RAD23 in spindle pole body duplication. Involved in the ubiquitin-proteasome proteolytic pathway.
YNL064C	-0.5	-1	0	1272	0.621488412370525	-317.647462406233	5.44462820708363e-06	1.71150868974118e-05	0.318118642325269		Secretory	HAP1 transcriptional repressor complex, SSA2 variant	P25491	YDJ1	Mitochondrial protein import protein MAS5 (Yeast dnaJ protein 1)	409	44,671	P25491;	SUBCELLULAR LOCATION: Cytoplasm. Cytoplasm, perinuclear region. Note=Concentrated in a perinuclear ring as well as in the cytoplasm.	FUNCTION: Probably involved in mitochondrial protein import. Is also required for efficient translocation of pre-pro-alpha-factor. Involved in heme regulation of HAP1, as a component of the high-molecular-weight (HMC) complex. {ECO:0000269|PubMed:11689685}.
YNL287W	-0.5	-1	0	1273	0.731474312157862	-2860.03774391925	9.95478479102655e-07	7.38016330978997e-06	0.134885697960386		Secretory	COPI vesicle coat complex	P32074	SEC21	Coatomer subunit gamma (Gamma-coat protein) (Gamma-COP)	935	104,831	P32074;	SUBCELLULAR LOCATION: Cytoplasm. Golgi apparatus membrane; Peripheral membrane protein; Cytoplasmic side. Cytoplasmic vesicle, COPI-coated vesicle membrane; Peripheral membrane protein; Cytoplasmic side. Endosome. Note=The coatomer is cytoplasmic or polymerized on the cytoplasmic side of the Golgi, as well as on the vesicles/buds originating from it. {ECO:0000250}.	FUNCTION: The coatomer is a cytosolic protein complex that binds to dilysine motifs and reversibly associates with Golgi non-clathrin-coated vesicles, which further mediate biosynthetic protein transport from the ER, via the Golgi up to the trans Golgi network. Coatomer complex is required for budding from Golgi membranes, and is essential for the retrograde Golgi-to-ER transport of dilysine-tagged proteins. {ECO:0000269|PubMed:1461285, ECO:0000269|PubMed:8001155}.
YNR006W	2	1	0	1274	8.52694501777148	68788.4790672809	1.72068574760888e-08	2.06759439029135e-07	0.0832216297204411		Secretory	ESCRT-0 complex	P40343	VPS27	Vacuolar protein sorting-associated protein 27 (Golgi retention defective protein 11)	622	70,974	P40343;	SUBCELLULAR LOCATION: Endosome membrane {ECO:0000269|PubMed:12006563, ECO:0000269|PubMed:12900393, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:15169871, ECO:0000269|PubMed:17101773, ECO:0000269|PubMed:17101785}; Peripheral membrane protein {ECO:0000269|PubMed:12006563, ECO:0000269|PubMed:12900393, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:15169871, ECO:0000269|PubMed:17101773, ECO:0000269|PubMed:17101785}; Cytoplasmic side {ECO:0000269|PubMed:12006563, ECO:0000269|PubMed:12900393, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:15169871, ECO:0000269|PubMed:17101773, ECO:0000269|PubMed:17101785}.	FUNCTION: Component of the ESCRT-0 complex which is the sorting receptor for ubiquitinated cargo proteins at the multivesicular body (MVB) and recruits ESCRT-I to the MVB outer membrane (PubMed:3062374, PubMed:1493335, PubMed:9265642, PubMed:11416128, PubMed:12055639, PubMed:11872141, PubMed:12900393, PubMed:14581452, PubMed:15166140, PubMed:15107463, PubMed:15086794, PubMed:17135292, PubMed:18508771). Controls exit from the prevacuolar compartment (PVC) in both the forward direction to the vacuole and the return to the Golgi (PubMed:11208109, PubMed:8649377, PubMed:9015300). Allows VPS10 to return to the (trans-Golgi network) TGN from the PVC (PubMed:8649377). Might also function as an alternate adapter in the COPIb clathrin-like coat (PubMed:17101773). {ECO:0000269|PubMed:11208109, ECO:0000269|PubMed:11416128, ECO:0000269|PubMed:11872141, ECO:0000269|PubMed:12055639, ECO:0000269|PubMed:12900393, ECO:0000269|PubMed:14581452, ECO:0000269|PubMed:1493335, ECO:0000269|PubMed:15086794, ECO:0000269|PubMed:15107463, ECO:0000269|PubMed:15166140, ECO:0000269|PubMed:17101773, ECO:0000269|PubMed:17135292, ECO:0000269|PubMed:18508771, ECO:0000269|PubMed:3062374, ECO:0000269|PubMed:8649377, ECO:0000269|PubMed:9015300, ECO:0000269|PubMed:9265642}.
YNR026C	3	1	0	1275	1.7814330585214	2564.13243362058	9.34227768119735e-07	6.40379929215239e-07	1.45886484803575	YCR067C	Secretory		P11655	SEC12	Guanine nucleotide-exchange factor SEC12 (Protein transport protein SEC12)	471	51,608	P11655;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane; Single-pass type II membrane protein. Golgi apparatus, cis-Golgi network membrane; Single-pass type II membrane protein. Note=Cycling between endoplasmic reticulum and the early Golgi.	FUNCTION: Guanine nucleotide-exchange factor (GEF) required for the formation or budding of transport vesicles from the ER. This function involves the cytoplasmic domain of the protein, which is thought to interact with the small GTP-binding protein SAR1. Required for autophagy. {ECO:0000269|PubMed:11694599, ECO:0000269|PubMed:12655150, ECO:0000269|PubMed:1327759, ECO:0000269|PubMed:16413259, ECO:0000269|PubMed:1649197, ECO:0000269|PubMed:1907973, ECO:0000269|PubMed:1907974, ECO:0000269|PubMed:1922074, ECO:0000269|PubMed:2512296, ECO:0000269|PubMed:3047151, ECO:0000269|PubMed:6996832, ECO:0000269|PubMed:7865879, ECO:0000269|PubMed:8106544, ECO:0000269|PubMed:8377826, ECO:0000269|PubMed:8583945, ECO:0000269|PubMed:9023343}.
YOL013C	-0.5	-1	0	1276	0.684148609250608	-27923.1869868378	8.13194352367567e-08	1.93358364277247e-07	0.420563317965169		Secretory	HRD1 ubiquitin ligase complex	Q08109	HRD1	ERAD-associated E3 ubiquitin-protein ligase HRD1 (EC 2.3.2.27) (HMG-CoA reductase degradation protein 1) (RING-type E3 ubiquitin transferase HRD1)	551	63,535	Q08109;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:11018054, ECO:0000269|PubMed:14562095}; Multi-pass membrane protein {ECO:0000269|PubMed:11018054, ECO:0000269|PubMed:14562095}.	FUNCTION: E3 ubiquitin-protein ligase which accepts ubiquitin specifically from endoplasmic reticulum-associated UBC1 and UBC7 E2 ligases, and transfers it to substrates promoting their degradation. Mediates the degradation of endoplasmic reticulum proteins (ERQC), also called ER-associated degradation (ERAD). Component of the HRD1 ubiquitin ligase complex, which is part of the ERAD-L and ERAD-M pathways responsible for the rapid degradation of soluble lumenal and membrane proteins with misfolded lumenal domains (ERAD-L), or ER-membrane proteins with misfolded transmembrane domains (ERAD-M). ERAD-L substrates are ubiquitinated through HRD1 in conjunction with the E2 ubiquitin-conjugating enzymes UBC1 and UBC7-CUE1. Ubiquitinated substrates are then removed to the cytosol via the action of the UFD1-NPL4-CDC48/p97 (UNC) AAA ATPase complex and targeted to the proteasome. ERAD-M substrates are processed by the same HRD1-HRD3 core complex, but only a subset of the other components is required for ERAD-M. {ECO:0000269|PubMed:10218484, ECO:0000269|PubMed:10547371, ECO:0000269|PubMed:10793145, ECO:0000269|PubMed:11018054, ECO:0000269|PubMed:11139575, ECO:0000269|PubMed:11146622, ECO:0000269|PubMed:11390656, ECO:0000269|PubMed:16619026, ECO:0000269|PubMed:16873066, ECO:0000269|PubMed:20005842, ECO:0000269|PubMed:21074049, ECO:0000269|PubMed:8970163, ECO:0000269|PubMed:9437001}.
YOL031C	-0.5	-1	0	1277	0.632404871765983	-12887.804401725	1.40532029632204e-07	2.76636471663982e-07	0.508002537723594		Secretory		Q08199	SIL1	Nucleotide exchange factor SIL1 (Protein SLS1)	421	48,275	Q08199;	SUBCELLULAR LOCATION: Endoplasmic reticulum lumen.	FUNCTION: Required for protein translocation and folding in the endoplasmic reticulum (ER). Functions as a nucleotide exchange factor for the ER lumenal chaperone KAR2. {ECO:0000269|PubMed:10958688, ECO:0000269|PubMed:11101517, ECO:0000269|PubMed:14704430}.
YOL111C	-0.5	-1	0	1278	0.496537328878122	-153425.590858373	6.7765088750406e-09	1.22524112017265e-06	0.00553075534559736		Secretory	GET4-GET5 transmembrane domain recognition complex	Q12285	MDY2	Ubiquitin-like protein MDY2 (Golgi to ER traffic protein 5) (Mating-deficient protein 2) (Translation machinery-associated protein 24)	212	23,732	Q12285;	SUBCELLULAR LOCATION: Cytoplasm, cytosol. Nucleus. Note=Detected in both cytosol and nucleus but is predominantly cytosolic.	FUNCTION: Required for efficient mating. Involved in the production of alpha-factor, the KAR9 and TUB1 location to the shmoo tip and nuclear migration into pheromone-induced shmoos. {ECO:0000269|PubMed:10514570, ECO:0000269|PubMed:16390866}.
YOR007C	-0.5	-1	0	1279	0.496537328878122	-153425.590858373	6.7765088750406e-09	4.03946681806922e-06	0.00167757508112906		Secretory	GET4-GET5 transmembrane domain recognition complex	Q12118	SGT2	Small glutamine-rich tetratricopeptide repeat-containing protein 2 (SGT/UBP) (Viral protein U-binding protein)	346	37,218	Q12118;	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}.	FUNCTION: Co-chaperone that binds to the molecular chaperone Hsp70 (SSA1 and SSA2). Regulates Hsp70 ATPase activity (By similarity). Required for recovery from heat shock. {ECO:0000250, ECO:0000269|PubMed:12482202}.
YOR036W	3	1	0	1280	146.572905749247	172.251419617752	6.14447433728126e-06	1.31139088643479e-08	468.546365606208		Secretory	Endosomal SNARE complex PEP12-VTI1-TLG1-SNC2	P32854	PEP12	Syntaxin PEP12 (Carboxypeptidase Y-deficient protein 12) (Vacuolar protein sorting-associated protein 6) (Vacuolar protein-targeting protein 13)	288	33,006	P32854;	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type IV membrane protein {ECO:0000305}.	FUNCTION: Plays a role in the sorting and targeting of vacuolar proteases.
