protein	priority	correlation	p_value	index_in_Model	ratio	slope	prot_abun(max_production)	ref_abun(paxdb)	abun_fold	homolougous_gene	metabolic/secretoy	complex/not	Entry	Entry name	Protein names	Length	Mass	Cross-reference (PaxDb)	Subcellular location [CC]	Function [CC]
YIL039W	-0.5	-1	0	1229	0.627866002574632	-17841.6392510059	3.70652480595524e-08	2.88123107165601e-07	0.128643788497841		Secretory		P40533	TED1	Protein TED1 (Trafficking of EMP24/ERV25-dependent cargo disrupted protein 1)	473	54,928	P40533;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	FUNCTION: Acts together with EMP24 and ERV25 in cargo exit from the endoplasmic reticulum. {ECO:0000269|PubMed:17989219}.
YIL068C	-0.5	-0.996428571428571	0	1230	0.466414641621683	-4488.20756051833	7.74027086544914e-08	2.46962663284801e-07	0.313418666712504		Secretory	Exocyst	P32844	SEC6	Exocyst complex component SEC6	805	93,428	P32844;	SUBCELLULAR LOCATION: Cytoplasm.	FUNCTION: Component of the exocyst complex involved in the docking of exocytic vesicles with fusion sites on the plasma membrane.
YIL076W	3	1	0	1231	1.91743723916216	232.50805222852	3.41864635576647e-06	2.65149836162364e-06	1.28932621843035		Secretory	COPI vesicle coat complex	P40509	SEC28	Coatomer subunit epsilon (Epsilon-coat protein) (Epsilon-COP)	296	33,829	P40509;	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Golgi apparatus membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Cytoplasmic side {ECO:0000250}. Cytoplasmic vesicle, COPI-coated vesicle membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Cytoplasmic side {ECO:0000250}. Note=The coatomer is cytoplasmic or polymerized on the cytoplasmic side of the Golgi, as well as on the vesicles/buds originating from it. {ECO:0000250}.	FUNCTION: The coatomer is a cytosolic protein complex that binds to dilysine motifs and reversibly associates with Golgi non-clathrin-coated vesicles, which further mediate biosynthetic protein transport from the ER, via the Golgi up to the trans Golgi network. The coatomer complex is required for budding from Golgi membranes, and is essential for the retrograde Golgi-to-ER transport of dilysine-tagged proteins. {ECO:0000269|PubMed:17101773, ECO:0000269|PubMed:9463377}.
YIL109C	3	1	0	1232	1.99065983640298	353.651706699417	2.22592750170851e-06	7.9736394773736e-07	2.79160790756205	YNL049C	Secretory	COPII vesicle coat complex	P40482	SEC24	Protein transport protein SEC24 (Abnormal nuclear morphology 1)	926	103,636	P40482;	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:8548805}. Cytoplasmic vesicle, COPII-coated vesicle membrane {ECO:0000269|PubMed:10720463, ECO:0000269|PubMed:10753972, ECO:0000269|PubMed:11086000, ECO:0000269|PubMed:12235121, ECO:0000269|PubMed:8548805, ECO:0000269|PubMed:9568718}; Peripheral membrane protein {ECO:0000269|PubMed:11086000, ECO:0000269|PubMed:8548805}; Cytoplasmic side {ECO:0000269|PubMed:8548805}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:10712514, ECO:0000269|PubMed:8548805}; Peripheral membrane protein; Cytoplasmic side. Golgi apparatus membrane {ECO:0000305|PubMed:8548805}; Peripheral membrane protein {ECO:0000305}; Cytoplasmic side {ECO:0000305}.	FUNCTION: Component of the coat protein complex II (COPII) which promotes the formation of transport vesicles from the endoplasmic reticulum (ER). The coat has two main functions, the physical deformation of the endoplasmic reticulum membrane into vesicles and the selection of cargo molecules. SEC24 specifically recruits cargo proteins like BET1 or SYS1 to the COPII vesicles. The SEC23/24 complex is also involved in internalisation of plasma membrane proteins like the maltose transporter. {ECO:0000269|PubMed:10198022, ECO:0000269|PubMed:10712514, ECO:0000269|PubMed:10720463, ECO:0000269|PubMed:10749860, ECO:0000269|PubMed:10753972, ECO:0000269|PubMed:11086000, ECO:0000269|PubMed:12655150, ECO:0000269|PubMed:12941277, ECO:0000269|PubMed:14627716, ECO:0000269|PubMed:16269340, ECO:0000269|PubMed:8548805, ECO:0000269|PubMed:9023343, ECO:0000269|PubMed:9428766}.
YIR022W	3	1	0	1233	3.1083334960196	55.7382095436593	1.03794085052443e-05	4.35534929436373e-07	23.8314031865971		Secretory	Signal peptidase complex	P15367	SEC11	Signal peptidase complex catalytic subunit SEC11 (EC 3.4.21.89) (Secretory protein 11) (Signal peptidase I)	167	18,762	P15367;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:2644273}; Single-pass type II membrane protein {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:2644273}.	FUNCTION: Catalytic component of the signal peptidase complex (SPC), which catalyzes the cleavage of N-terminal signal sequences of proteins targeted to the endoplasmic reticulum. Signal peptide cleavage occurs during the translocation (cotranslationally or post-translationally) through the translocon pore into the endoplasmic reticulum. {ECO:0000269|PubMed:10206957, ECO:0000269|PubMed:11058593, ECO:0000269|PubMed:2644273, ECO:0000269|PubMed:7615509}.
YJL002C	3	1	0	1234	5.20842157298554	69.9199909249565	6.94677587918888e-06	1.74213971774549e-06	3.98749641514328		Secretory	Oligosaccharyl transferase complex variant 2	P41543	OST1	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 (N-linked oligosaccharyl transferase subunit 1) (Oligosaccharyl transferase 64 kDa subunit) (Oligosaccharyl transferase subunit OST1) (Oligosaccharyl transferase subunit alpha)	476	54,072	P41543;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:8181570}; Single-pass type I membrane protein {ECO:0000269|PubMed:29301962}.	FUNCTION: Subunit of the oligosaccharyl transferase (OST) complex that catalyzes the initial transfer of a defined glycan (Glc(3)Man(9)GlcNAc(2) in eukaryotes) from the lipid carrier dolichol-pyrophosphate to an asparagine residue within an Asn-X-Ser/Thr consensus motif in nascent polypeptide chains, the first step in protein N-glycosylation. N-glycosylation occurs cotranslationally and the complex associates with the Sec61 complex at the channel-forming translocon complex that mediates protein translocation across the endoplasmic reticulum (ER). All subunits are required for a maximal enzyme activity. {ECO:0000269|PubMed:11580295}.
YJL024C	2	1	0	1235	3.12900273191985	41965.981796423	1.35704762948779e-08	2.58449298786419e-07	0.0525073055280079		Secretory	Adapter complex AP-3	P47064	APS3	AP-3 complex subunit sigma (AP-3 complex sigma3A subunit) (Adaptor-related protein complex 3 subunit sigma) (Clathrin-associated/assembly/adaptor protein, small 3) (Sigma-adaptin 3A) (Sigma3-adaptin)	194	21,938	P47064;	SUBCELLULAR LOCATION: Golgi apparatus {ECO:0000269|PubMed:14562095}. Cytoplasmic vesicle membrane {ECO:0000269|PubMed:10559961}; Peripheral membrane protein {ECO:0000305|PubMed:10559961}; Cytoplasmic side {ECO:0000305|PubMed:10559961}. Note=Component of the coat surrounding the cytoplasmic face of coated vesicles located at the Golgi complex. {ECO:0000269|PubMed:10559961, ECO:0000305}.	FUNCTION: Part of the AP-3 complex, an adaptor-related complex which is not clathrin-associated. The complex is associated with the Golgi region as well as more peripheral structures. It facilitates the budding of vesicles from the Golgi membrane and may be directly involved in trafficking to the vacuole. Required for the transport via the ALP pathway, which directs the transport of the cargo proteins PHO8 and VAM3 to the vacuole. {ECO:0000269|PubMed:10559961, ECO:0000269|PubMed:9250663, ECO:0000269|PubMed:9335339}.
YJL034W	0	0.953571428571429	0	1236	1.49706532097315	120.229086700809	9.35930206889068e-06	2.78168023064198e-05	0.336462184466496		Secretory	Luminal surveillance complex	P16474	KAR2	Endoplasmic reticulum chaperone BiP (EC 3.6.4.10) (78 kDa glucose-regulated protein homolog) (GRP-78) (Immunoglobulin heavy chain-binding protein homolog) (BiP)	682	74,468	P16474;	SUBCELLULAR LOCATION: Endoplasmic reticulum lumen {ECO:0000255|PROSITE-ProRule:PRU10138, ECO:0000269|PubMed:2661018}.	FUNCTION: Probably plays a role in facilitating the assembly of multimeric protein complexes inside the ER. Is required for secretory polypeptide translocation. May physically associate with SEC63 protein in the endoplasmic reticulum and this interaction may be regulated by ATP hydrolysis. {ECO:0000269|PubMed:16002399}.
YJL085W	-0.5	-0.996428571428571	0	1237	0.466414641621683	-4488.20756051833	7.74027086544914e-08	4.1926219580908e-07	0.184616474912845		Secretory	Exocyst	P19658	EXO70	Exocyst complex component EXO70 (Exocyst complex protein of 70 kDa)	623	71,294	P19658;	SUBCELLULAR LOCATION: Cytoplasmic vesicle, secretory vesicle {ECO:0000269|PubMed:15583031}. Bud {ECO:0000269|PubMed:15788396}. Bud neck {ECO:0000305}. Note=Its polarization in the cell depends on EXO84. {ECO:0000269|PubMed:15788396}.	FUNCTION: Involved in the secretory pathway as part of the exocyst complex which tethers secretory vesicles to the sites of exocytosis. Plays a role in the assembly of the exocyst. {ECO:0000269|PubMed:15583030}.
YJL183W	3	1	0	1238	5.48016511544161	88.3325966691367	5.42969067268438e-06	5.42743527451481e-07	10.0041555505602		Secretory	alpha-1,6-mannosyltransferase complex, M-Pol II variant	P46985	MNN11	Probable alpha-1,6-mannosyltransferase MNN11 (EC 2.4.1.-) (Mannan polymerase II complex MNN11 subunit) (M-Pol II subunit MNN11)	422	47,859	P46985;	SUBCELLULAR LOCATION: Golgi apparatus, cis-Golgi network membrane {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:9430634}; Single-pass type II membrane protein {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:9430634}.	FUNCTION: Required for synthesis of full-length mannan chains. {ECO:0000269|PubMed:10037752}.; FUNCTION: The M-Pol II complex possesses alpha-1,6-mannosyltransferase activity and is probably involved in the elongation of the mannan backbone of N-linked glycans on cell wall and periplasmic proteins. {ECO:0000269|PubMed:10037752}.
YJL186W	4	1	0	1239	5.48016511544161	43.1763640615522	1.11083618700421e-05	1.11037476515647e-06	10.0041555505602		Secretory		P46982	MNN5	Alpha-1,2-mannosyltransferase MNN5 (EC 2.4.1.-)	586	67,204	P46982;	SUBCELLULAR LOCATION: Golgi apparatus, cis-Golgi network {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:20236934, ECO:0000269|PubMed:9756928}. Note=Golgi localization depends on SVP26.	FUNCTION: Responsible for addition of first and second mannose residues to the outer chain of core N-linked polysaccharides and to O-linked mannotriose. Implicated in late Golgi modifications. {ECO:0000269|PubMed:6802821, ECO:0000269|PubMed:6995454, ECO:0000269|PubMed:9756928}.
YJR010C-A	3	1	0	1240	3.1083334960196	55.7382095436593	1.03794085052443e-05	9.44775770008133e-07	10.9861078519774		Secretory	Signal peptidase complex	P46965	SPC1	Signal peptidase complex subunit SPC1 (Microsomal signal peptidase subunit 1)	94	10,819	P46965;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane; Multi-pass membrane protein.	FUNCTION: Nonessential component of the signal peptidase complex (SPC), which catalyzes the cleavage of N-terminal signal sequences of proteins targeted to the endoplasmic reticulum. Signal peptide cleavage occurs during the translocation (cotranslationally or post-translationally) through the translocon pore into the endoplasmic reticulum. SPC3 is not required for signal peptidase activity. {ECO:0000269|PubMed:8663399}.
YJR031C	3	1	0	1241	1.91743723916216	232.50805222852	3.41864635576647e-06	2.87165887540466e-07	11.9047787501736	YEL022W	Secretory		P47102	GEA1	ARF guanine-nucleotide exchange factor 1	1408	159,437	P47102;	SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000250|UniProtKB:P39993}. Membrane {ECO:0000250|UniProtKB:P39993}; Peripheral membrane protein {ECO:0000250|UniProtKB:P39993}. Endoplasmic reticulum {ECO:0000269|PubMed:25190516}. Mitochondrion {ECO:0000269|PubMed:25190516}. Note=Soluble and partially membrane-bound. {ECO:0000250|UniProtKB:P39993}.	FUNCTION: Activates the ARF proteins by exchanging bound GDP for free GTP. Plays a role in maintaining mitochondrial morphology, and in the turnover of mitochondria through mitophagy (PubMed:25190516). {ECO:0000269|PubMed:25190516}.
YJR075W	3	1	0	1242	5.48016511544161	88.3325966691367	5.42969067268438e-06	7.16000279600895e-07	7.58336389995676		Secretory	alpha-1,6-mannosyltransferase complex, M-Pol II variant	P47124	HOC1	Putative glycosyltransferase HOC1 (EC 2.4.-.-) (M-Pol II subunit Hoc1p) (Mannan polymerase II complex HOC1 subunit)	396	46,297	P47124;	SUBCELLULAR LOCATION: Golgi apparatus, cis-Golgi network membrane {ECO:0000269|PubMed:9055074, ECO:0000269|PubMed:9430634}; Single-pass type II membrane protein {ECO:0000269|PubMed:9055074, ECO:0000269|PubMed:9430634}.	FUNCTION: The M-Pol II complex possesses alpha-1,6-mannosyltransferase activity and is probably involved in the elongation of the mannan backbone of N-linked glycans on cell wall and periplasmic proteins.
YKL073W	4	1	0	1243	2.70377621895058	589.972182183537	1.0523993214062e-06	4.09689999557731e-07	2.56876985658007		Secretory		P36016	LHS1	Heat shock protein 70 homolog LHS1 (EC 3.6.1.-)	881	99,572	P36016;	SUBCELLULAR LOCATION: Endoplasmic reticulum lumen.	FUNCTION: Chaperone required for protein translocation and folding in the endoplasmic reticulum. {ECO:0000269|PubMed:14704430}.
YKL122C	3	1	0	1244	3.1083334960196	52.6258311662609	1.09932638284951e-05	5.0349752282095e-07	21.8337992348067		Secretory	Signal recognition particle	P32342	SRP21	Signal recognition particle subunit SRP21 (Signal recognition particle 21 kDa protein)	167	18,425	P32342;	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Nucleus {ECO:0000269|PubMed:11352936}.	FUNCTION: Signal-recognition-particle (SRP) assembly has a crucial role in targeting secretory proteins to the rough endoplasmic reticulum (ER) membrane. SRP is required for the cotranslational protein translocation for ER import and preferentially recognizes strongly hydrophobic signal sequences. It is involved in targeting the nascent chain-ribosome (RNC) complex to the ER and is proposed to participate in the arrest of nascent chain elongation during membrane targeting. {ECO:0000269|PubMed:8707814}.
YKL135C	3	1	0	1245	7.35873666642628	97.0947948422883	4.6479228392846e-06	6.50909345091723e-07	7.1406607914496		Secretory	Adaptor complex AP-1R	P36000	APL2	AP-1 complex subunit beta-1 (Beta-1-adaptin) (Clathrin assembly protein complex 1 beta-1 large chain) (Clathrin assembly protein large beta-1 chain)	726	81,869	P36000;	SUBCELLULAR LOCATION: Cell membrane. Membrane, coated pit; Peripheral membrane protein; Cytoplasmic side. Note=Component of the coat surrounding the cytoplasmic face of coated vesicles in the plasma membrane.	FUNCTION: Adaptins are components of the adaptor complexes which link clathrin to receptors in coated vesicles. Clathrin-associated protein complexes are believed to interact with the cytoplasmic tails of membrane proteins, leading to their selection and concentration. The AP-1 complex interacts directly with clathrin. {ECO:0000269|PubMed:10564262}.
YKL154W	3	1	0	1246	3.1083334960196	57.4761258331718	1.00655644029274e-05	1.02422499889433e-06	9.82749338650525		Secretory	Signal recognition particle receptor complex	P36057	SRP102	Signal recognition particle receptor subunit beta (SR-beta)	244	26,974	P36057;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000305}.	FUNCTION: Component of the SRP (signal recognition particle) receptor. Ensures, in conjunction with the signal recognition particle, the correct targeting of the nascent secretory proteins to the endoplasmic reticulum membrane system. Has GTPase activity. May mediate the membrane association of SRPR.
YKL210W	2	1	0	1247	2.01367663579774	140.078770098148	5.41110040421603e-06	1.03666885402108e-05	0.521969998734619		Secretory		P22515	UBA1	Ubiquitin-activating enzyme E1 1 (EC 6.2.1.45)	1024	114,266	P22515;	SUBCELLULAR LOCATION: Cytoplasm. Nucleus.	FUNCTION: Catalyzes the first step in ubiquitin conjugation to mark cellular proteins for degradation through the ubiquitin-proteasome system. Activates ubiquitin by first adenylating its C-terminal glycine residue with ATP, and thereafter linking this residue to the side chain of a cysteine residue in E1, yielding a ubiquitin-E1 thioester and free AMP. {ECO:0000269|PubMed:18662542, ECO:0000269|PubMed:1989885, ECO:0000269|PubMed:24816100}.
YKR001C	4	1	0	1248	7.38036435205054	30.2377661735959	1.49170516705118e-05	2.9578086416668e-06	5.0432781419239		Secretory		P21576	VPS1	Vacuolar protein sorting-associated protein 1	704	78,737	P21576;	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000269|PubMed:8344247}.	FUNCTION: Essential for protein sorting in meiotic cell division of S.cerevisiae; it binds microtubules. Could also be involved in microtubule-associated motility. Necessary for membrane protein retention in a late Golgi compartment. Interacts with the MVP1 protein. {ECO:0000269|PubMed:8344247}.
YKR068C	3	1	0	1249	2.33249078913039	365.001078468646	1.87939010327639e-06	3.20668574420187e-07	5.86084902979527		Secretory	TRAPPI protein complex	P36149	BET3	Trafficking protein particle complex subunit BET3 (TRAPP subunit BET3) (Transport protein particle 22 kDa subunit)	193	22,129	P36149;	SUBCELLULAR LOCATION: Golgi apparatus, cis-Golgi network. Endoplasmic reticulum. Preautophagosomal structure.	FUNCTION: Component of the TRAPP I, TRAPP II and TRAPP III complexes which act as guanine nucleotide exchange factors (GEF) for YPT1. TRAPP I plays a key role in the late stages of endoplasmic reticulum to Golgi traffic. TRAPP II plays a role in intra-Golgi transport. TRAPP III plays a role in autophagosome formation. Required for sporulation. Has a role late in meiosis following DNA replication. {ECO:0000269|PubMed:11239471, ECO:0000269|PubMed:20375281, ECO:0000269|PubMed:20972447, ECO:0000269|PubMed:8590804, ECO:0000269|PubMed:9564032}.
YLR066W	3	1	0	1250	3.1083334960196	55.7382095436593	1.03794085052443e-05	7.00684765598737e-07	14.8132355872974		Secretory	Signal peptidase complex	Q12133	SPC3	Signal peptidase complex subunit SPC3 (Microsomal signal peptidase subunit 3)	184	21,349	Q12133;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:14562095}; Single-pass type II membrane protein {ECO:0000269|PubMed:14562095}.	FUNCTION: Component of the signal peptidase complex (SPC), which catalyzes the cleavage of N-terminal signal sequences of proteins targeted to the endoplasmic reticulum. Signal peptide cleavage occurs during the translocation (cotranslationally or post-translationally) through the translocon pore into the endoplasmic reticulum. SPC3 is required for signal peptidase activity and is essential for viability. {ECO:0000269|PubMed:9148930, ECO:0000269|PubMed:9148931}.
YLR078C	3	1	0	1251	1.84490100023151	965.324466343256	8.86027022759647e-07	1.10080256890512e-07	8.048918559855		Secretory	Golgi SNARE complex SED5-BOS1-BET1-SEC22	P25385	BOS1	Protein transport protein BOS1 (Bet one suppressor 1)	244	27,500	P25385;	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000305}; Single-pass type IV membrane protein {ECO:0000305}. Endoplasmic reticulum membrane {ECO:0000305}; Single-pass type IV membrane protein {ECO:0000305}.	FUNCTION: SNARE required for targeting and fusion of ER-derived transport vesicles with the Golgi complex. {ECO:0000269|PubMed:11001058}.
YLR088W	-0.5	-1	0	1252	0.615597726730814	-35561.2419087756	1.76646163310032e-08	1.53155140021582e-07	0.115338057400581		Secretory	GPI-anchor transamidase complex	P39012	GAA1	GPI transamidase component GAA1	614	69,221	P39012;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane; Multi-pass membrane protein.	FUNCTION: Component of the GPI transamidase complex. Required for a terminal step of GPI anchor attachment onto proteins. Affects endocytosis.
YLR166C	-0.5	-0.996428571428571	0	1253	0.466414641621683	-4488.20756051833	7.74027086544914e-08	3.8193063042882e-07	0.202661694265228		Secretory	Exocyst	Q06245	SEC10	Exocyst complex component SEC10	871	100,342	Q06245;	NaN	FUNCTION: Component of the exocyst complex involved in the docking of exocytic vesicles with fusion sites on the plasma membrane.
YLR170C	3	1	0	1254	7.35873666642628	97.0947948422883	4.6479228392846e-06	4.25005513559889e-07	10.936147158076		Secretory	Adaptor complex AP-1R	P35181	APS1	AP-1 complex subunit sigma-1 (Clathrin assembly protein complex 1 sigma-1 small chain) (Clathrin coat assembly protein AP19) (Clathrin coat-associated protein AP19) (Golgi adaptor AP-1 19 kDa adaptin) (HA1 19 kDa subunit) (Sigma1-adaptin)	156	18,152	P35181;	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q9P7N2}. Nucleus {ECO:0000250|UniProtKB:Q9P7N2}. Cytoplasmic vesicle, clathrin-coated vesicle membrane {ECO:0000250|UniProtKB:Q9P7N2}. Endosome {ECO:0000250|UniProtKB:Q9P7N2}. Golgi apparatus {ECO:0000250|UniProtKB:Q9P7N2}.	FUNCTION: Component of the adapter complexes which link clathrin to receptors in coated vesicles (PubMed:10564262). Clathrin-associated protein complexes are believed to interact with the cytoplasmic tails of membrane proteins, leading to their selection and concentration (PubMed:10564262). AP19 is probably a subunit of the Golgi membrane adapter (PubMed:10564262). Component of the AP-1-related (AP-1R) complex, an adapter protein complex that mediates sorting of cargo SNARE SNC1 (PubMed:26658609). In contrast to the APM1-containing AP-1 complex, AP-1R is incapable of sorting CHS3 (PubMed:26658609). {ECO:0000269|PubMed:10564262, ECO:0000269|PubMed:26658609}.
YLR207W	0	0.746428571428571	0.00205461284887179	1255	1.41694815324811	9126.99141552205	1.34278530407527e-07	3.7810175192828e-08	3.55138609442352		Secretory	HRD1 ubiquitin ligase complex	Q05787	HRD3	ERAD-associated E3 ubiquitin-protein ligase component HRD3 (HMG-CoA reductase degradation protein 3)	833	95,481	Q05787;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.	FUNCTION: Component of the endoplasmic reticulum quality control (ERQC) system involved in ubiquitin-dependent degradation of missfolded endoplasmic reticulum proteins. Component of the HRD1 ubiquitin ligase complex, which is part of the ERAD-L and ERAD-M pathways responsible for the rapid degradation of soluble lumenal and membrane proteins with misfolded lumenal domains (ERAD-L), or ER-membrane proteins with misfolded transmembrane domains (ERAD-M). ERAD-L substrates are ubiquitinated through HRD1 in conjunction with the E2 ubiquitin-conjugating enzymes UBC1 and UBC7-CUE1. Ubiquitinated substrates are then removed to the cytosol via the action of the UFD1-NPL4-CDC48/p97 (UNC) AAA ATPase complex and targeted to the proteasome. ERAD-M substrates are processed by the same HRD1-HRD3 core complex, but only a subset of the other components is required for ERAD-M. Stabilizes the HRD1 ubiquitin-protein ligase. Has also a function in recruiting misfolded protein substrates. {ECO:0000269|PubMed:10218484, ECO:0000269|PubMed:10547371, ECO:0000269|PubMed:10793145, ECO:0000269|PubMed:11018054, ECO:0000269|PubMed:11390656, ECO:0000269|PubMed:16619026, ECO:0000269|PubMed:16845381, ECO:0000269|PubMed:16873065, ECO:0000269|PubMed:16873066, ECO:0000269|PubMed:8970163}.
YLR208W	3	1	0	1256	2.33249078913038	249.461498012884	2.74984083725719e-06	2.60363738036689e-06	1.05615354042493		Secretory	SEA complex	Q04491	SEC13	Protein transport protein SEC13	297	33,043	Q04491;	SUBCELLULAR LOCATION: Cytoplasmic vesicle, COPII-coated vesicle membrane; Peripheral membrane protein; Cytoplasmic side. Endoplasmic reticulum membrane; Peripheral membrane protein; Cytoplasmic side. Nucleus, nuclear pore complex {ECO:0000269|PubMed:10684247}. Vacuole membrane; Peripheral membrane protein.	FUNCTION: Functions as a component of the nuclear pore complex (NPC) and the COPII coat. It is one of 5 proteins constituting the COPII coat, which is involved in anterograde (ER to Golgi) double-membrane transport vesicle formation. First the small GTPase SAR1, activated by and binding to the integral ER membrane protein SEC12, exchanges GDP for GTP and recruits the heterodimer SEC23/24, which in turn recruits the heterotetramer SEC13-SEC31. The polymerization of COPII coat complexes then causes physically the deformation (budding) of the membrane, leading to the creation of a transport vesicle. The COPII complex is dissociated upon SAR1-GTP hydrolysis to SAR1-GDP. SEC23 functions as the SAR1 GTPase activating protein, whose activity is stimulated in the presence of SEC13/31. SEC13 is directly or indirectly required for normal ER membrane and nuclear envelope morphology. It also functions as a component of the nuclear pore complex (NPC). NPC components, collectively referred to as nucleoporins (NUPs), can play the role of both NPC structural components and of docking or interaction partners for transiently associated nuclear transport factors. SEC13 is required for efficient mRNA export from the nucleus to the cytoplasm and for correct nuclear pore biogenesis and distribution. Component of the SEA complex which coats the vacuolar membrane and is involved in intracellular trafficking, autophagy, response to nitrogen starvation, and amino acid biogenesis. {ECO:0000269|PubMed:10684247, ECO:0000269|PubMed:10720463, ECO:0000269|PubMed:10747086, ECO:0000269|PubMed:11535824, ECO:0000269|PubMed:11717432, ECO:0000269|PubMed:11823431, ECO:0000269|PubMed:12215173, ECO:0000269|PubMed:12475940, ECO:0000269|PubMed:14627716, ECO:0000269|PubMed:21454883, ECO:0000269|PubMed:2188733, ECO:0000269|PubMed:6996832, ECO:0000269|PubMed:7026045, ECO:0000269|PubMed:8548805, ECO:0000269|PubMed:8565072, ECO:0000269|PubMed:8909535, ECO:0000269|PubMed:9023343, ECO:0000269|PubMed:9199164, ECO:0000269|PubMed:9409822, ECO:0000269|PubMed:9427388}.
YLR292C	-0.5	-1	0	1257	0.578969495035725	-785.48562916582	6.85360961648344e-07	8.54797125245454e-07	0.801782015178799		Secretory	SEC62-SEC63 complex	P39742	SEC72	Translocation protein SEC72 (Sec62/63 complex 23 kDa subunit) (p23)	193	21,607	P39742;	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.	FUNCTION: Acts as non-essential component of the Sec62/63 complex which is involved in SRP-independent post-translational translocation across the endoplasmic reticulum (ER) and functions together with the Sec61 complex and KAR2 in a channel-forming translocon complex. A cycle of assembly and disassembly of Sec62/63 complex from SEC61 may govern the activity of the translocon. SEC72 may be involved in signal peptide recognition for a defined subset of leader peptides, or may increase the efficiency of unusual or 'difficult' secretory precursors to the translocation pore, it may be that this protein binds charged leader peptides to the membrane until they engage the translocation apparatus.
YLR378C	2	1	0	1258	1.21861218866688	1109.17677236647	1.9308243721088e-06	4.77652592942308e-06	0.404231946112769		Secretory	Translocon complex	P32915	SEC61	Protein transport protein SEC61 (Sec61 complex subunit SEC61) (Sec61 complex subunit alpha)	480	52,937	P32915;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane; Multi-pass membrane protein.	FUNCTION: Part of the Sec61 complex, which is the major component of a channel-forming translocon complex that mediates protein translocation across the endoplasmic reticulum (ER). The functional states of the translocon complex include co- and post-translational ER import, cotranslational membrane protein integration and retrograde transport of misfolded proteins out of the ER. In the cotranslational pathway, ribosomes synthesizing presecretory proteins are targeted to the translocon by the cytosolic signal recognition particle (SRP) and its ER-localized receptor. The association of the Sec61 complex with the ribosome is mediated by the 28S rRNA of the large ribosomal subunit. SRP-independent post-translational translocation requires the association of additional factors, such as the Sec62/63 complex and KAR2. In an initial step, the signal sequence seems to bind simultaneously to SEC61 and SEC62. A cycle of assembly and disassembly of Sec62/63 complex from SEC61 may govern the activity of the translocon. SEC61 mediates the association with the ribosome.
YLR459W	-0.5	-1	0	1259	0.615597726730814	-35561.2419087756	1.76646163310032e-08	2.21117733406159e-08	0.798878319657704		Secretory	GPI-anchor transamidase complex	P41733	GAB1	GPI transamidase component GAB1 (Cell division control protein 91)	394	44,741	P41733;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	FUNCTION: Component of the GPI transamidase complex. May be involved in the recognition of either the GPI attachment signal or the lipid portion of GPI. {ECO:0000269|PubMed:12802054}.
YML012W	-0.5	-1	0	1260	0.637301529676736	-5520.23039873978	1.2467573197694e-07	6.46123246966048e-06	0.0192959675359724		Secretory	EMP24 complex	P54837	ERV25	Endoplasmic reticulum vesicle protein 25	211	24,106	P54837;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane; Single-pass type I membrane protein. Golgi apparatus membrane; Single-pass type I membrane protein. Note=Recycles between endoplasmic reticulum and Golgi.	FUNCTION: Constituent of COPII-coated endoplasmic reticulum-derived transport vesicles. Required for efficient transport of a subset of secretory proteins to the Golgi. Possesses a C-terminal dilysine motif that interacts with COPI coat subunits. Facilitates retrograde transport from the Golgi to the endoplasmic reticulum. {ECO:0000269|PubMed:11560939, ECO:0000269|PubMed:8900179}.
